city,province,country,continent,latitude_specific,longitude_specific,latitude_country,longitude_country,latitude_state,longitude_state
bangkalan,east java,indonesia,asia,-7.0294703,112.7473329,-2.4833826,117.8902853,-7.6977397,112.4914199
muara angke & pulau g,"jakarta, indonesia",indonesia,asia,,,-2.4833826,117.8902853,,
dhanmondi,"",bangladesh,asia,23.7479124,90.3745866,24.4769288,90.2934413,24.4769288,90.2934413
ghaziabad,uttar pradesh,india,asia,28.6711527,77.4120356,22.3511148,78.6677428,27.1303344,80.859666
bonamoussadi,douala,cameroon,africa,4.094354,9.7393663,4.6125522,13.1535811,,
logpom,douala,cameroon,africa,4.0769067,9.7711838,4.6125522,13.1535811,,
makepe kotto,douala,cameroon,africa,,,4.6125522,13.1535811,,
malang,"east java, indonesia",indonesia,asia,,,-2.4833826,117.8902853,,
chennai,tamil nadu,india,asia,13.0836939,80.270186,22.3511148,78.6677428,10.9094334,78.3665347
lomã©,maritime,togo,africa,6.130419,1.215829,8.7800265,1.0199765,6.51751775,1.20458048140176
adelaide,sa,australia,oceania,-34.9281805,138.5999312,-24.7761086,134.755,-30.5343665,135.6301212
dar es salaam,tabata segerea,tanzania,africa,,,-6.5247123,35.7878438,,
dar es salaam,"",tanzania,africa,-6.8160837,39.2803583,-6.5247123,35.7878438,-6.5247123,35.7878438
unguja,"",tanzania,africa,-6.09994425,39.3209443171526,-6.5247123,35.7878438,-6.5247123,35.7878438
coast,"",kenya,africa,,,1.4419683,38.4313975,1.4419683,38.4313975
balmoral st. downtown winnipeg,manitoba,canada,north america,,,61.0666922,-107.991707,55.001251,-97.001038
metapan,santa ana,el salvador,north america,14.332178,-89.4481035,13.8000382,-88.9140683,,
st.petersburg,st.petersburg,russian federation,europe,59.938732,30.316229,64.6863136,97.7453061,59.9606739,30.1586551
chelsea,ny,united states of america,north america,40.7464906,-74.0015283,39.7837304,-100.445882,43.1561681,-75.8449946
dar es salaam,mto ng'ombe,tanzania,africa,,,-6.5247123,35.7878438,,
dartmouth,ma,united states of america,north america,41.6332267,-70.9879928,39.7837304,-100.445882,42.3788774,-72.032366
christenstead,st. croix,united states of america,north america,,,39.7837304,-100.445882,,
ottawa,"",canada,north america,45.4208777,-75.6901106,61.0666922,-107.991707,61.0666922,-107.991707
denver,colorado,united states of america,north america,39.7392364,-104.984862,39.7837304,-100.445882,38.7251776,-105.607716
los angeles,california,united states of america,north america,34.0536909,-118.242766,39.7837304,-100.445882,36.7014631,-118.755997
"",chaing rai,thailand,asia,,,14.8971921,100.83273,,
ari,bangkok,thailand,asia,,,14.8971921,100.83273,13.8245796,100.6224463
yogyakarta,"",indonesia,asia,-7.8011945,110.364917,-2.4833826,117.8902853,-2.4833826,117.8902853
sekayu,sumatera selatan,indonesia,asia,-2.8944809,103.8471293,-2.4833826,117.8902853,-3.1266842,104.0930554
belu,nusa tenggara timur,indonesia,asia,-8.427259,123.465631,-2.4833826,117.8902853,-8.5656787,120.6978581
lampung,lampung,indonesia,asia,-5.4460713,105.2643742,-2.4833826,117.8902853,-4.8555039,105.0272986
purbalingga,central of java,indonesia,asia,,,-2.4833826,117.8902853,,
mumbai,"",india,asia,19.0785451,72.878176,22.3511148,78.6677428,22.3511148,78.6677428
kuala lumpur,kuala lumpur,malaysia,asia,,,4.5693754,102.2656823,3.1516964,101.6942371
florianãƒâ³polis,"",brazil,south america,,,-10.3333333,-53.2,-10.3333333,-53.2
seattle,wa,united states of america,north america,47.6038321,-122.330062,39.7837304,-100.445882,47.2868352,-120.212613
hong kong island,"",hong kong,asia,,,,,,
alcãƒâ£ã‚âºdia,"",spain,europe,,,39.3260685,-4.8379791,39.3260685,-4.8379791
marina,ca,united states of america,north america,36.6900986,-121.800629330262,39.7837304,-100.445882,36.7014631,-118.755997
alcãºdia,"",spain,europe,,,39.3260685,-4.8379791,39.3260685,-4.8379791
wayanad,kerala,india,asia,,,22.3511148,78.6677428,10.3528744,76.5120396
perm,perm region,russian federation,europe,58.014965,56.246723,64.6863136,97.7453061,58.5951603,56.3159546
sylt,schleswig-holstein,germany,europe,54.9017773,8.3313460317205,51.1638175,10.4478313,54.1853998,9.8220089
munggu beach,"",indonesia,asia,,,-2.4833826,117.8902853,-2.4833826,117.8902853
dar es salaam,magengani,tanzania,africa,,,-6.5247123,35.7878438,,
morogoro,"",tanzania,africa,-6.8161626,37.6693891,-6.5247123,35.7878438,-6.5247123,35.7878438
ende,"",indonesia,asia,-5.128956,119.4142779,-2.4833826,117.8902853,-2.4833826,117.8902853
komodo,"",indonesia,asia,-8.4885865,119.5883272,-2.4833826,117.8902853,-2.4833826,117.8902853
region vii,"",philippines,asia,,,12.7503486,122.7312101,12.7503486,122.7312101
male,"",maldives,asia,4.1779879,73.5107387,3.7203503,73.2244152,3.7203503,73.2244152
adelaide glengl beach,wa,australia,oceania,,,-24.7761086,134.755,-25.2303005,121.0187246
owerri north,"",nigeria,africa,,,9.6000359,7.9999721,9.6000359,7.9999721
"two harbors, catalina",california,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
half moon bay,california,united states of america,north america,37.4635519,-122.428586,39.7837304,-100.445882,36.7014631,-118.755997
koror,california,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
sylt,schleswig holstein,germany,europe,54.9017773,8.3313460317205,51.1638175,10.4478313,54.1853998,9.8220089
milwaukee,wi,united states of america,north america,43.0349931,-87.922497,39.7837304,-100.445882,44.4308975,-89.6884637
albany,california,united states of america,north america,37.88687,-122.2977475,39.7837304,-100.445882,36.7014631,-118.755997
richmond,california,united states of america,north america,37.9357576,-122.347748,39.7837304,-100.445882,36.7014631,-118.755997
dar es saaam,"",tanzania,africa,,,-6.5247123,35.7878438,-6.5247123,35.7878438
klungkung,klungkung,indonesia,asia,-8.5352229,115.4037258,-2.4833826,117.8902853,,
mbeya,mbeya,tanzania,africa,-8.906508,33.468672,-6.5247123,35.7878438,-8.6131228,33.3341957
baseco,"",philippines,asia,14.4354205,120.5214652,12.7503486,122.7312101,12.7503486,122.7312101
mwnza,"",tanzania,africa,,,-6.5247123,35.7878438,-6.5247123,35.7878438
iten,elgeyo marakwet county,kenya,africa,0.6730702,35.5102633,1.4419683,38.4313975,0.74221915,35.5618083135393
peculiar,mo,united states of america,north america,38.7145481,-94.4611204,39.7837304,-100.445882,38.7604815,-92.5617875
ceredigion,"",united kingdom of great britain & northern ireland,europe,,,,,,
izola,"",slovenia,europe,45.5398936,13.65939,46.1199444,14.8153333,46.1199444,14.8153333
pacific rim national park,bc,canada,north america,,,61.0666922,-107.991707,55.001251,-125.002441
ajdovã…â¡ã„âina,"",slovenia,europe,,,46.1199444,14.8153333,46.1199444,14.8153333
dar es salaam,mbezi river,tanzania,africa,,,-6.5247123,35.7878438,,
chavannes prã¨s renens,vaud,switzerland,europe,,,46.7985624,8.2319736,46.6356963,6.5320717
ahmedabad,gujarat,india,asia,23.0216238,72.5797068,22.3511148,78.6677428,22.3850051,71.745261
ulju-gun,ulsan,korea,asia,35.5219,129.2426,36.638392,127.6961188,35.5391697,129.3119136
richmond,ca,united states of america,north america,37.9357576,-122.347748,39.7837304,-100.445882,36.7014631,-118.755997
broomfield,co,united states of america,north america,39.9403995,-105.05208,39.7837304,-100.445882,38.7251776,-105.607716
victoria,british columbia,canada,north america,48.4283182,-123.3649533,61.0666922,-107.991707,55.001251,-125.002441
washougal,wa,united states of america,north america,45.5819594,-122.3479921,39.7837304,-100.445882,47.2868352,-120.212613
port coquitlam,"",canada,north america,49.2621643,-122.780542,61.0666922,-107.991707,61.0666922,-107.991707
porto sant'elpidio,"",italy,europe,43.2563365,13.7593646,42.6384261,12.674297,42.6384261,12.674297
anglet,aquitaine,france,europe,43.4813927,-1.5149935,46.603354,1.8883335,,
rangpur,"",bangladesh,asia,25.7569808,89.241459,24.4769288,90.2934413,24.4769288,90.2934413
dar es salaam,tandale kwatumbo,tanzania,africa,,,-6.5247123,35.7878438,,
colombia,"",colombia,south america,5.5495156,-74.0046921,4.099917,-72.9088133,4.099917,-72.9088133
zouk,"",lebanon,asia,33.94990755,35.6014268336031,33.8750629,35.843409,33.8750629,35.843409
byron bay,nsw,australia,oceania,-28.6483333,153.6177778,-24.7761086,134.755,-31.8759835,147.2869493
sandy bay- mangrove,bay islands/ roatan,honduras,north america,,,15.2572432,-86.0755145,,
sandy bay reef,bay islands/ roatan,honduras,north america,,,15.2572432,-86.0755145,,
florianopolis,south america,brazil,south america,,,-10.3333333,-53.2,,
muir beach,ca,united states of america,north america,37.8621493,-122.5813667,39.7837304,-100.445882,36.7014631,-118.755997
chicago,il,united states of america,north america,41.8755616,-87.6244212,39.7837304,-100.445882,40.0796606,-89.4337288
veli,trivandrum,india,asia,8.5198295,76.8796552,22.3511148,78.6677428,,
santa cruz,seabright sb,united states of america,north america,,,39.7837304,-100.445882,,
mill valley,ca,united states of america,north america,37.9060368,-122.5449763,39.7837304,-100.445882,36.7014631,-118.755997
carpentersville,il,united states of america,north america,42.1211364,-88.2578582,39.7837304,-100.445882,40.0796606,-89.4337288
janes bay ningaloo,wa,australia,oceania,,,-24.7761086,134.755,-25.2303005,121.0187246
yaounde,"",cameroon,africa,3.8689867,11.5213344,4.6125522,13.1535811,4.6125522,13.1535811
san agustin,romblon,philippines,asia,12.5682679,122.1339744,12.7503486,122.7312101,12.5886411,122.1933517
ibiza figuretas,"",spain,europe,,,39.3260685,-4.8379791,39.3260685,-4.8379791
kajang,selangor,malaysia,asia,2.9948437,101.7896595,4.5693754,102.2656823,3.2083304,101.304146
north lombok,"",indonesia,asia,,,-2.4833826,117.8902853,-2.4833826,117.8902853
jimbaran,"",indonesia,asia,-8.7724902,115.1723944,-2.4833826,117.8902853,-2.4833826,117.8902853
trivandrum,kerala,india,asia,8.4882267,76.947551,22.3511148,78.6677428,10.3528744,76.5120396
pescadero,california,united states of america,north america,37.2516018,-122.3821927,39.7837304,-100.445882,36.7014631,-118.755997
gentofte,zealand,denmark,europe,,,55.670249,10.3333283,,
sausalito,california,united states of america,north america,37.8590272,-122.485469,39.7837304,-100.445882,36.7014631,-118.755997
"two harbors, catalina",ca,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
carcassonne,occitanie,france,europe,43.2130358,2.3491069,46.603354,1.8883335,43.6487851,2.3435684
fire island,ny,united states of america,north america,40.7465507,-72.8226051757688,39.7837304,-100.445882,43.1561681,-75.8449946
all over taiwan,"",taiwan,asia,,,23.9739374,120.9820179,23.9739374,120.9820179
barcelona,"",spain,europe,41.3828939,2.1774322,39.3260685,-4.8379791,39.3260685,-4.8379791
eco,trail at rhodopes mountain,bulgaria,europe,,,42.6073975,25.4856617,,
houston,"",united states of america,north america,29.7589382,-95.3676974,39.7837304,-100.445882,39.7837304,-100.445882
winterthur,"",switzerland,europe,47.4991723,8.7291498,46.7985624,8.2319736,46.7985624,8.2319736
crescent city,california,united states of america,north america,41.755948,-124.201747,39.7837304,-100.445882,36.7014631,-118.755997
seattle wa,"",united states of america,north america,,,39.7837304,-100.445882,39.7837304,-100.445882
cedar crest,"",united states of america,north america,37.2466536,-119.1921794,39.7837304,-100.445882,39.7837304,-100.445882
napoli,"",italy,europe,40.8358846,14.2487679,42.6384261,12.674297,42.6384261,12.674297
ischia,"",italy,europe,40.734205,13.947125,42.6384261,12.674297,42.6384261,12.674297
semarang,central java,indonesia,asia,-6.9903988,110.4229104,-2.4833826,117.8902853,-7.3032412,110.0044145
pekanbaru,"",indonesia,asia,0.5262455,101.4515727,-2.4833826,117.8902853,-2.4833826,117.8902853
tangerang,banten,indonesia,asia,-6.1761924,106.6382161,-2.4833826,117.8902853,-6.4453801,106.1375586
indonesia,"",indonesia,asia,-8.1153337,115.1083287,-2.4833826,117.8902853,-2.4833826,117.8902853
padang,west sumatera,indonesia,asia,-0.9247587,100.3632561,-2.4833826,117.8902853,,
yogyakata,central java,indonesia,asia,,,-2.4833826,117.8902853,-7.3032412,110.0044145
bandung,west java,indonesia,asia,-6.9344694,107.6049539,-2.4833826,117.8902853,-6.8891904,107.6404716
dumaguete city,"",philippines,asia,9.3054777,123.3080446,12.7503486,122.7312101,12.7503486,122.7312101
pett level beach,"",united kingdom of great britain & northern ireland,europe,,,,,,
eugene oregon,"",united states of america,north america,,,39.7837304,-100.445882,39.7837304,-100.445882
heidelberg,neckarwiese,germany,europe,,,51.1638175,10.4478313,,
"noerrebro, copenhagen",zealand,denmark,europe,,,55.670249,10.3333283,,
hongcheon-gun,gangwon-do,korea,asia,,,36.638392,127.6961188,37.885,127.7297
sodam-dong,sejong city,korea,asia,36.4840143,127.3003994,36.638392,127.6961188,,
jung-gu,incheon,korea,asia,37.4735389,126.6214081,36.638392,127.6961188,37.456,126.7052
papar,sabah,malaysia,asia,5.7330227,115.9320971,4.5693754,102.2656823,5.4257359,117.0326392
makassar,"",indonesia,asia,-5.1342962,119.4124282,-2.4833826,117.8902853,-2.4833826,117.8902853
new york city,"",united states of america,north america,40.7127281,-74.0060152,39.7837304,-100.445882,39.7837304,-100.445882
katerini,"",greece,europe,40.2713616,22.5087618,38.9953683,21.9877132,38.9953683,21.9877132
roanoke,va,united states of america,north america,37.270973,-79.9414313,39.7837304,-100.445882,37.1232245,-78.4927721
thiruvananthapuram,kerala,india,asia,8.4882267,76.947551,22.3511148,78.6677428,10.3528744,76.5120396
bronx,new york,united states of america,north america,40.8466508,-73.8785937,39.7837304,-100.445882,43.1561681,-75.8449946
"noerrebro, copenhagen","capital area, zealand",denmark,europe,,,55.670249,10.3333283,,
roskilde (north-east),zealand,denmark,europe,,,55.670249,10.3333283,,
sandy bay- plasticofera,bay islands/ roatan,honduras,north america,,,15.2572432,-86.0755145,,
silver spring,maryland,united states of america,north america,38.9959461,-77.0276231,39.7837304,-100.445882,39.5162401,-76.9382069
kollam,"",india,asia,8.8879509,76.5955013,22.3511148,78.6677428,22.3511148,78.6677428
mburak,nusa tenggara timur,indonesia,asia,,,-2.4833826,117.8902853,-8.5656787,120.6978581
hood river,or,united states of america,north america,45.7087902,-121.512372,39.7837304,-100.445882,43.9792797,-120.737257
buea,"",cameroon,africa,4.1567995,9.2315519,4.6125522,13.1535811,4.6125522,13.1535811
atlanta,ga,united states of america,north america,33.7489924,-84.3902644,39.7837304,-100.445882,32.3293809,-83.1137366
bues,"",cameroon,africa,,,4.6125522,13.1535811,4.6125522,13.1535811
watertown,wi,united states of america,north america,43.1948481,-88.7286352,39.7837304,-100.445882,44.4308975,-89.6884637
carlisle,"",united kingdom of great britain & northern ireland,europe,,,,,,
keelung city,"",taiwan,asia,,,23.9739374,120.9820179,23.9739374,120.9820179
san francisco,"",united states of america,north america,37.7790262,-122.419906,39.7837304,-100.445882,39.7837304,-100.445882
kinshasa,"",dr of congo,africa,,,,,,
lung kwu tan,"",hong kong,asia,,,,,,
zurich,"",switzerland,europe,47.3744489,8.5410422,46.7985624,8.2319736,46.7985624,8.2319736
volketswil (zãƒâ£ã‚â¼rich),"",switzerland,europe,,,46.7985624,8.2319736,46.7985624,8.2319736
volketswil (zã¼rich),"",switzerland,europe,,,46.7985624,8.2319736,46.7985624,8.2319736
ãƒâ€žã‚â°stanbul,heybeliada,turkey,asia,,,38.9597594,34.9249653,,
ä°stanbul,heybeliada,turkey,europe,,,38.9597594,34.9249653,,
schiermonnikoog,"",netherlands,europe,53.4782844,6.1610076,52.24764975,5.54124684940616,52.24764975,5.54124684940616
durban,"",south africa,africa,-29.861825,31.009909,-28.8166236,24.991639,-28.8166236,24.991639
lowell,ma,united states of america,north america,42.6414437,-71.3085329,39.7837304,-100.445882,42.3788774,-72.032366
new york,"",united states of america,north america,40.7127281,-74.0060152,39.7837304,-100.445882,39.7837304,-100.445882
schaumburg,il,united states of america,north america,42.0333608,-88.083406,39.7837304,-100.445882,40.0796606,-89.4337288
guelmim,"",morocco,africa,28.9863852,-10.0574351,31.1728205,-7.3362482,31.1728205,-7.3362482
mohamedia,"",morocco,africa,33.6958383,-7.3893292,31.1728205,-7.3362482,31.1728205,-7.3362482
ljubljana,beã…â¾igrad,slovenia,europe,,,46.1199444,14.8153333,,
ezzahra,tunis,tunisia,africa,,,33.8439408,9.400138,36.81776455,10.2126837229603
reno,nv,united states of america,north america,39.5261206,-119.8126581,39.7837304,-100.445882,39.5158825,-116.8537227
shenzhen,guangdong,china,asia,22.5445741,114.0545429,35.000074,104.999927,23.1357694,113.1982688
istanbul,"",turkey,europe,41.0091982,28.9662187,38.9597594,34.9249653,38.9597594,34.9249653
newport beach,"",united states of america,north america,33.6170092,-117.9294401,39.7837304,-100.445882,39.7837304,-100.445882
fuzhou,fujian,china,asia,26.0774954,119.2918215,35.000074,104.999927,26.5450001,117.842778
xiamen,fujian,china,asia,24.4801069,118.0853479,35.000074,104.999927,26.5450001,117.842778
shanghai,"",china,asia,31.2322758,121.4692071,35.000074,104.999927,35.000074,104.999927
zhoushan,zhejiang,china,asia,29.9873344,122.2030363,35.000074,104.999927,29.0000001,119.9999999
yantai,shandong,china,asia,37.461928,121.4425255,35.000074,104.999927,36.0000001,118.9999999
zhuhai,guangdong,china,asia,22.273734,113.5721327,35.000074,104.999927,23.1357694,113.1982688
huludao,liaoning,china,asia,40.7515443,120.8404789,35.000074,104.999927,40.9975197,122.9955469
abidjan,"",cote d'ivoire,africa,5.320357,-4.016107,7.9897371,-5.5679458,7.9897371,-5.5679458
denpasar,"",indonesia,asia,-8.6524973,115.2191175,-2.4833826,117.8902853,-2.4833826,117.8902853
vevey,vd,switzerland,europe,46.4602978,6.8418655,46.7985624,8.2319736,46.6356963,6.5320717
songkhla,"",thailand,asia,7.1973429,100.593205,14.8971921,100.83273,14.8971921,100.83273
santa catalina,morelos,mexico,north america,,,23.6585116,-102.0077097,18.75,-99
semarang,"",indonesia,asia,-6.9903988,110.4229104,-2.4833826,117.8902853,-2.4833826,117.8902853
portoviejo,manabi,ecuador,south america,-1.0528066,-80.4534269,-1.3397668,-79.3666965,-0.7588025,-80.0612131
wonju-si,gangwon-do,korea,asia,37.3420996,127.9197603,36.638392,127.6961188,37.885,127.7297
dongguan,guangdong,china,asia,23.0205969,113.7457788,35.000074,104.999927,23.1357694,113.1982688
bar,"",montenegro,europe,42.0979745,19.0954528,42.9868853,19.5180992,42.9868853,19.5180992
maoming,guangdong,china,asia,21.6656961,110.9209511,35.000074,104.999927,23.1357694,113.1982688
sierre,suisse,switzerland,europe,,,46.7985624,8.2319736,,
zhongshan,guangdong,china,asia,22.5196895,113.3870834,35.000074,104.999927,23.1357694,113.1982688
santarua,live oak beach,united states of america,north america,,,39.7837304,-100.445882,,
moss landing,n. zmdowski,united states of america,north america,,,39.7837304,-100.445882,,
moss landing,zmudowski beach,united states of america,north america,,,39.7837304,-100.445882,,
davenport,waddell creek beach,united states of america,north america,,,39.7837304,-100.445882,,
santa cruz beaches (mostly main beach),"",united states of america,north america,,,39.7837304,-100.445882,39.7837304,-100.445882
monterrey,ca - del monte beach,united states of america,north america,,,39.7837304,-100.445882,,
capitola beach,"",united states of america,north america,,,39.7837304,-100.445882,39.7837304,-100.445882
capitola beach,ca,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
abbotsford,victoria,australia,oceania / australia,-37.8045508,144.9988542,-24.7761086,134.755,-36.5986096,144.6780052
abbotsford,victoria,australia,oceania,-37.8045508,144.9988542,-24.7761086,134.755,-36.5986096,144.6780052
los ï¿½ï¿½ngeles,california,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
clarkesville,georgia,united states of america,north america,34.6125971,-83.5248933,39.7837304,-100.445882,32.3293809,-83.1137366
malang,jawa timur/ indonesia/ malang,indonesia,asia,,,-2.4833826,117.8902853,,
simiyu,"",tanzania,africa,,,-6.5247123,35.7878438,-6.5247123,35.7878438
dunkerque,"",france,europe,51.0347708,2.3772525,46.603354,1.8883335,46.603354,1.8883335
limassol,"",cyprus,asia,34.6852901,33.0332657,34.9823018,33.1451285,34.9823018,33.1451285
usk,sir fynwy,united kingdom of great britain & northern ireland,europe,,,,,,
gualala,california,united states of america,north america,38.7674439,-123.529828,39.7837304,-100.445882,36.7014631,-118.755997
bergamo,lombadia,italy,europe,,,42.6384261,12.674297,,
bracciano,"",italy,europe,42.1010951,12.1738573,42.6384261,12.674297,42.6384261,12.674297
portharcourt,portharcourt,nigeria,africa,,,9.6000359,7.9999721,,
nuevo leã³n,monterrey,mexico,north america,,,23.6585116,-102.0077097,,
seabright sb - santa cruz,ca,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
koh phi phi,"",thailand,asia,7.7522403,98.7766433666744,14.8971921,100.83273,14.8971921,100.83273
battaramulla,"",sri lanka,asia,6.9021809,79.9195776,7.5554942,80.7137847,7.5554942,80.7137847
loomis,"",united states of america,north america,38.8212889,-121.193004,39.7837304,-100.445882,39.7837304,-100.445882
kilyos,ãƒâ€žã‚â°stanbul,turkey,asia,,,38.9597594,34.9249653,,
kilyos,ä°stanbul,turkey,europe,,,38.9597594,34.9249653,,
zanzibar,zanzibar,tanzania,africa,-6.1664908,39.2074312,-6.5247123,35.7878438,,
monterey,"",united states of america,north america,36.600256,-121.8946388,39.7837304,-100.445882,39.7837304,-100.445882
boston,ma,united states of america,north america,42.3554334,-71.060511,39.7837304,-100.445882,42.3788774,-72.032366
moogoro muncipality,"",tanzania,africa,,,-6.5247123,35.7878438,-6.5247123,35.7878438
torino,"",italy,europe,45.0677551,7.6824892,42.6384261,12.674297,42.6384261,12.674297
lima,lima,peru,south america,-12.0621065,-77.0365256,-6.8699697,-75.0458515,-12.2001093,-76.2850579
culver city,"",united states of america,north america,34.0211224,-118.396466,39.7837304,-100.445882,39.7837304,-100.445882
crater lake,or,united states of america,north america,,,39.7837304,-100.445882,43.9792797,-120.737257
fort collins,co,armenia,europe,,,40.7696272,44.6736646,,
santa monuca,ca,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
istanbul,"",turkey,asia,41.0091982,28.9662187,38.9597594,34.9249653,38.9597594,34.9249653
witzenberg municipality,cape winelands district region,south africa,africa,,,-28.8166236,24.991639,,
ras al khamai,"",united arab emirates,asia,,,24.0002488,53.9994829,24.0002488,53.9994829
maresias,sãƒâ£ã†â€™o paulo,brazil,south america,,,-10.3333333,-53.2,,
davao city,region 11,philippines,asia,7.0648306,125.6080623,12.7503486,122.7312101,,
tallinn,"",estonia,europe,59.4372155,24.7453688,58.7523778,25.3319078,58.7523778,25.3319078
los angeles,ca,china,asia,,,35.000074,104.999927,,
ranisankail,thakurgaon,bangladesh,asia,25.9015206,88.2543889,24.4769288,90.2934413,,
kona,hawaii,united states of america,north america,19.641941,-155.996933,39.7837304,-100.445882,19.5938015,-155.428370097169
kenai fjords national park,alaska,united states of america,north america,,,39.7837304,-100.445882,64.4459613,-149.680909
orem,utah,united states of america,north america,40.2981599,-111.6944313,39.7837304,-100.445882,39.4225192,-111.714358
riverside,ca,united states of america,north america,33.9533546,-117.3961623,39.7837304,-100.445882,36.7014631,-118.755997
yosemite national park,ca,united states of america,north america,,,39.7837304,-100.445882,36.7014631,-118.755997
